TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
99999,Kirti Nagar Express,Express,22,False,2023-09-10 08:20:37,2023-09-10 08:21:15,80,48.1,30.1,0,838,21,23,True,,
MEDICAL2,Lifeline Express,Medical,18,False,2023-09-10 07:47:21,2023-09-10 07:49:43,62,19.8,17.6,0,2438,17,19,True,,
ARMY12,Army Supply Special,Military,25,False,2023-09-10 09:38:42,2023-09-10 09:40:24,67,2.9,13.5,0,1907,24,0,True,,
14789,Dayabasti Local,Passenger,13,False,2023-09-10 06:00:50,2023-09-10 06:01:41,85,48.0,34.0,0,1202,12,14,True,,
MEDICAL2,Lifeline Express,Medical,24,False,2023-09-10 09:03:05,2023-09-10 09:04:11,108,25.6,2.3,0,1967,23,25,True,,
76543,Gurugram SF 2,Superfast,19,False,2023-09-10 07:25:26,2023-09-10 07:25:53,104,25.7,25.1,0,775,18,20,True,,
12015,Gurugram Superfast,Superfast,22,True,2023-09-10 10:11:46,2023-09-10 10:11:46,0,49.3,30.0,226,1707,21,23,True,Delhi Sarai Rohilla,6.0
12016,Delhi Sarai Rohilla Express,Express,8,True,2023-09-10 09:43:25,2023-09-10 09:43:25,0,42.2,43.0,86,926,7,9,True,Kirti Nagar,5.0
11223,Capital Express,Express,6,False,2023-09-10 07:19:20,2023-09-10 07:21:40,61,1.4,19.7,0,2377,5,7,False,,
99999,Kirti Nagar Express,Express,18,False,2023-09-10 06:35:09,2023-09-10 06:36:19,103,23.4,43.2,0,2001,17,19,True,,
ARMY24,Army Special,Military,6,False,2023-09-10 09:05:42,2023-09-10 09:07:25,45,10.3,38.8,0,1284,5,7,False,,
14567,Patel Nagar Passenger,Passenger,5,False,2023-09-10 06:54:01,2023-09-10 06:55:03,47,25.7,20.6,0,808,4,6,True,,
12015,Gurugram Superfast,Superfast,2,False,2023-09-10 07:29:01,2023-09-10 07:31:03,49,38.2,10.3,0,1654,1,3,True,,
12015,Gurugram Superfast,Superfast,7,False,2023-09-10 09:31:08,2023-09-10 09:32:16,104,10.5,8.1,0,1967,6,8,True,,
ARMY12,Army Supply Special,Military,16,False,2023-09-10 10:28:01,2023-09-10 10:31:02,48,30.6,14.1,0,2416,15,17,True,,
22345,Old Delhi Passenger,Passenger,20,True,2023-09-10 09:35:46,2023-09-10 09:35:46,0,24.5,21.5,106,726,19,21,True,Delhi Sarai Rohilla,2.0
98765,Kirti-Sarai Passenger,Passenger,10,False,2023-09-10 06:33:47,2023-09-10 06:34:35,87,8.6,14.1,0,1156,9,11,True,,
22345,Old Delhi Passenger,Passenger,7,False,2023-09-10 10:51:16,2023-09-10 10:53:33,54,5.1,21.8,0,2051,6,8,True,,
ARMY24,Army Special,Military,10,True,2023-09-10 09:46:03,2023-09-10 09:46:03,0,40.0,38.6,183,1227,9,11,False,Patel Nagar,2.0
76543,Gurugram SF 2,Superfast,2,False,2023-09-10 07:08:29,2023-09-10 07:09:59,75,43.3,12.3,0,1865,1,3,True,,
12015,Gurugram Superfast,Superfast,15,False,2023-09-10 08:13:49,2023-09-10 08:14:38,71,42.4,44.3,0,969,14,16,True,,
12016,Delhi Sarai Rohilla Express,Express,22,False,2023-09-10 06:35:22,2023-09-10 06:36:45,74,44.0,39.7,0,1702,21,23,True,,
12016,Delhi Sarai Rohilla Express,Express,17,True,2023-09-10 10:56:51,2023-09-10 10:56:51,0,35.2,30.1,291,1717,16,18,True,Shakur Basti,5.0
MEDICAL2,Lifeline Express,Medical,17,False,2023-09-10 08:16:56,2023-09-10 08:17:52,110,18.4,17.6,0,1714,16,18,True,,
ARMY12,Army Supply Special,Military,14,False,2023-09-10 06:25:11,2023-09-10 06:26:22,98,19.1,4.8,0,1936,13,15,True,,
12016,Delhi Sarai Rohilla Express,Express,18,False,2023-09-10 08:54:19,2023-09-10 08:55:39,61,26.1,4.2,0,1351,17,19,True,,
12016,Delhi Sarai Rohilla Express,Express,22,False,2023-09-10 08:15:21,2023-09-10 08:17:43,56,6.6,31.5,0,2205,21,23,True,,
11223,Capital Express,Express,23,True,2023-09-10 09:03:28,2023-09-10 09:03:28,0,44.3,21.1,148,1749,22,24,False,Delhi Sarai Rohilla,2.0
22345,Old Delhi Passenger,Passenger,25,True,2023-09-10 06:18:04,2023-09-10 06:18:04,0,43.5,40.6,185,1926,24,0,True,Delhi Sarai Rohilla,5.0
MEDICAL1,Sanjeevani Medical Express,Medical,11,False,2023-09-10 06:43:24,2023-09-10 06:44:49,63,22.8,7.7,0,1480,10,12,True,,
14789,Dayabasti Local,Passenger,14,False,2023-09-10 10:44:24,2023-09-10 10:45:49,60,1.3,30.0,0,1412,13,15,True,,
MEDICAL2,Lifeline Express,Medical,23,True,2023-09-10 09:50:43,2023-09-10 09:50:43,0,8.3,37.0,284,515,22,24,True,Delhi Sarai Rohilla,5.0
12016,Delhi Sarai Rohilla Express,Express,17,True,2023-09-10 09:18:22,2023-09-10 09:18:22,0,39.0,7.2,83,1019,16,18,True,Shakur Basti,5.0
12016,Delhi Sarai Rohilla Express,Express,11,False,2023-09-10 09:28:16,2023-09-10 09:30:33,43,31.4,15.4,0,1632,10,12,True,,
12016,Delhi Sarai Rohilla Express,Express,21,False,2023-09-10 10:04:56,2023-09-10 10:06:52,70,5.9,39.6,0,2263,20,22,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,3,False,2023-09-10 08:45:34,2023-09-10 08:46:08,69,46.1,33.7,0,659,2,4,True,,
76543,Gurugram SF 2,Superfast,16,False,2023-09-10 06:28:47,2023-09-10 06:30:34,60,48.7,12.3,0,1790,15,17,True,,
99999,Kirti Nagar Express,Express,16,False,2023-09-10 09:06:14,2023-09-10 09:07:29,104,33.2,25.2,0,2160,15,17,True,,
76543,Gurugram SF 2,Superfast,11,False,2023-09-10 10:48:00,2023-09-10 10:49:01,66,22.0,6.5,0,1110,10,12,True,,
12016,Delhi Sarai Rohilla Express,Express,20,True,2023-09-10 06:34:25,2023-09-10 06:34:25,0,6.8,39.0,146,1389,19,21,True,Delhi Sarai Rohilla,5.0
98765,Kirti-Sarai Passenger,Passenger,9,False,2023-09-10 06:28:39,2023-09-10 06:29:18,102,17.9,9.8,0,1117,8,10,True,,
99999,Kirti Nagar Express,Express,5,False,2023-09-10 06:33:27,2023-09-10 06:33:55,87,20.8,34.1,0,676,4,6,True,,
MEDICAL2,Lifeline Express,Medical,8,False,2023-09-10 10:55:07,2023-09-10 10:56:15,43,5.7,22.1,0,810,7,9,True,,
14789,Dayabasti Local,Passenger,21,True,2023-09-10 09:05:12,2023-09-10 09:05:12,0,42.0,5.7,72,1721,20,22,True,Delhi Sarai Rohilla,2.0
ARMY24,Army Special,Military,9,False,2023-09-10 09:40:46,2023-09-10 09:41:32,83,20.3,39.5,0,1061,8,10,False,,
14567,Patel Nagar Passenger,Passenger,1,False,2023-09-10 07:59:31,2023-09-10 08:00:03,81,13.7,36.6,0,711,0,2,True,,
14789,Dayabasti Local,Passenger,11,False,2023-09-10 10:54:47,2023-09-10 10:55:35,106,20.9,11.9,0,1406,10,12,True,,
14789,Dayabasti Local,Passenger,6,False,2023-09-10 07:59:24,2023-09-10 08:00:49,55,20.3,1.4,0,1295,5,7,True,,
76543,Gurugram SF 2,Superfast,16,False,2023-09-10 09:32:34,2023-09-10 09:35:09,54,31.9,38.8,0,2322,15,17,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,1,False,2023-09-10 07:44:36,2023-09-10 07:45:12,83,8.3,23.7,0,831,0,2,True,,
ARMY12,Army Supply Special,Military,4,False,2023-09-10 08:18:55,2023-09-10 08:19:51,96,37.8,18.3,0,1487,3,5,True,,
14789,Dayabasti Local,Passenger,6,False,2023-09-10 07:19:36,2023-09-10 07:20:13,94,29.7,38.0,0,957,5,7,True,,
12016,Delhi Sarai Rohilla Express,Express,20,False,2023-09-10 06:09:41,2023-09-10 06:11:22,73,18.4,15.1,0,2055,19,21,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,20,False,2023-09-10 10:55:07,2023-09-10 10:56:15,92,7.2,3.7,0,1734,19,21,True,,
14567,Patel Nagar Passenger,Passenger,22,False,2023-09-10 08:50:53,2023-09-10 08:52:46,52,16.1,7.3,0,1634,21,23,True,,
11223,Capital Express,Express,11,False,2023-09-10 08:34:25,2023-09-10 08:36:50,49,14.6,14.5,0,1980,10,12,False,,
99999,Kirti Nagar Express,Express,18,False,2023-09-10 10:00:08,2023-09-10 10:03:16,43,6.3,10.0,0,2251,17,19,True,,
12016,Delhi Sarai Rohilla Express,Express,8,True,2023-09-10 10:28:31,2023-09-10 10:28:31,0,7.7,16.4,151,1625,7,9,True,Kirti Nagar,3.0
ARMY12,Army Supply Special,Military,13,False,2023-09-10 07:31:55,2023-09-10 07:33:50,76,47.3,25.9,0,2436,12,14,True,,
11223,Capital Express,Express,5,False,2023-09-10 09:36:55,2023-09-10 09:37:51,106,48.8,23.8,0,1642,4,6,False,,
ARMY12,Army Supply Special,Military,5,False,2023-09-10 07:44:27,2023-09-10 07:45:55,95,6.5,38.8,0,2322,4,6,True,,
76543,Gurugram SF 2,Superfast,2,False,2023-09-10 09:08:33,2023-09-10 09:09:07,84,40.3,17.1,0,785,1,3,True,,
76543,Gurugram SF 2,Superfast,1,False,2023-09-10 10:20:30,2023-09-10 10:21:00,110,2.7,30.0,0,930,0,2,True,,
12016,Delhi Sarai Rohilla Express,Express,13,True,2023-09-10 09:15:07,2023-09-10 09:15:07,0,41.7,8.2,127,2087,12,14,True,Dayabasti,3.0
14789,Dayabasti Local,Passenger,8,False,2023-09-10 09:55:59,2023-09-10 09:57:59,60,22.7,27.9,0,1995,7,9,True,,
ARMY24,Army Special,Military,13,False,2023-09-10 10:32:49,2023-09-10 10:33:38,85,40.7,39.4,0,1158,12,14,False,,
98765,Kirti-Sarai Passenger,Passenger,4,False,2023-09-10 06:48:10,2023-09-10 06:50:21,61,41.3,1.1,0,2214,3,5,True,,
12015,Gurugram Superfast,Superfast,16,False,2023-09-10 10:46:32,2023-09-10 10:47:04,104,42.3,40.5,0,933,15,17,True,,
99999,Kirti Nagar Express,Express,18,False,2023-09-10 07:46:05,2023-09-10 07:47:11,64,1.7,22.6,0,1167,17,19,True,,
MEDICAL2,Lifeline Express,Medical,23,True,2023-09-10 06:47:10,2023-09-10 06:47:10,0,6.2,31.1,250,816,22,24,True,Delhi Sarai Rohilla,4.0
MEDICAL2,Lifeline Express,Medical,20,False,2023-09-10 08:23:38,2023-09-10 08:24:17,45,43.8,5.6,0,486,19,21,True,,
98765,Kirti-Sarai Passenger,Passenger,20,False,2023-09-10 07:24:30,2023-09-10 07:25:00,101,47.5,32.6,0,850,19,21,True,,
12016,Delhi Sarai Rohilla Express,Express,20,False,2023-09-10 09:51:36,2023-09-10 09:55:13,40,47.4,6.8,0,2407,19,21,True,,
ARMY12,Army Supply Special,Military,6,False,2023-09-10 07:28:26,2023-09-10 07:28:53,93,42.9,42.9,0,690,5,7,True,,
22345,Old Delhi Passenger,Passenger,11,False,2023-09-10 09:21:32,2023-09-10 09:22:04,47,14.4,26.0,0,424,10,12,True,,
99999,Kirti Nagar Express,Express,10,False,2023-09-10 10:08:40,2023-09-10 10:09:20,99,43.1,26.6,0,1106,9,11,True,,
12015,Gurugram Superfast,Superfast,23,False,2023-09-10 08:58:08,2023-09-10 08:59:17,101,36.1,40.8,0,1928,22,24,True,,
99999,Kirti Nagar Express,Express,9,False,2023-09-10 09:36:15,2023-09-10 09:37:30,58,22.5,36.9,0,1209,8,10,True,,
ARMY12,Army Supply Special,Military,24,False,2023-09-10 09:31:39,2023-09-10 09:34:19,45,43.1,33.1,0,1996,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,22,False,2023-09-10 08:58:38,2023-09-10 09:00:17,60,48.1,19.2,0,1649,21,23,True,,
MEDICAL2,Lifeline Express,Medical,8,True,2023-09-10 07:18:10,2023-09-10 07:18:10,0,14.8,7.2,71,1153,7,9,True,Kirti Nagar,3.0
ARMY12,Army Supply Special,Military,12,True,2023-09-10 10:22:10,2023-09-10 10:22:10,0,17.3,28.3,250,514,11,13,True,Patel Nagar,2.0
14567,Patel Nagar Passenger,Passenger,16,False,2023-09-10 09:23:32,2023-09-10 09:25:04,80,12.3,1.8,0,2046,15,17,True,,
22345,Old Delhi Passenger,Passenger,3,False,2023-09-10 10:03:18,2023-09-10 10:03:36,85,7.2,20.3,0,434,2,4,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,20,False,2023-09-10 10:54:45,2023-09-10 10:55:31,109,20.0,25.8,0,1391,19,21,True,,
76543,Gurugram SF 2,Superfast,21,False,2023-09-10 10:44:10,2023-09-10 10:45:20,101,10.7,26.2,0,1975,20,22,True,,
22345,Old Delhi Passenger,Passenger,4,True,2023-09-10 06:07:24,2023-09-10 06:07:24,0,16.2,19.4,204,666,3,5,True,Gurugram,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,17,False,2023-09-10 09:54:45,2023-09-10 09:55:31,54,4.0,15.6,0,685,16,18,True,,
98765,Kirti-Sarai Passenger,Passenger,5,True,2023-09-10 07:51:31,2023-09-10 07:51:31,0,0.2,14.9,152,515,4,6,True,Gurugram,5.0
22345,Old Delhi Passenger,Passenger,25,False,2023-09-10 07:22:26,2023-09-10 07:23:52,79,30.9,17.9,0,1898,24,0,True,,
MEDICAL2,Lifeline Express,Medical,17,False,2023-09-10 09:46:47,2023-09-10 09:47:34,54,12.2,27.6,0,710,16,18,True,,
11223,Capital Express,Express,12,False,2023-09-10 07:59:56,2023-09-10 08:02:53,47,37.8,8.7,0,2309,11,13,False,,
MEDICAL1,Sanjeevani Medical Express,Medical,18,True,2023-09-10 08:00:00,2023-09-10 08:00:00,0,8.9,6.3,0,912,17,19,True,,
12016,Delhi Sarai Rohilla Express,Express,12,False,2023-09-10 08:36:58,2023-09-10 08:38:56,65,33.7,22.7,0,2131,11,13,True,,
99999,Kirti Nagar Express,Express,23,True,2023-09-10 06:04:18,2023-09-10 06:04:18,0,22.1,15.0,138,2016,22,24,True,Delhi Sarai Rohilla,6.0
ARMY12,Army Supply Special,Military,23,False,2023-09-10 08:59:33,2023-09-10 09:00:06,61,28.7,8.0,0,564,22,24,True,,
98765,Kirti-Sarai Passenger,Passenger,14,False,2023-09-10 07:11:02,2023-09-10 07:12:04,77,27.3,8.3,0,1335,13,15,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,8,False,2023-09-10 06:19:06,2023-09-10 06:21:12,64,1.1,29.0,0,2240,7,9,True,,
14567,Patel Nagar Passenger,Passenger,12,False,2023-09-10 10:55:36,2023-09-10 10:57:13,79,41.4,33.1,0,2124,11,13,True,,
ARMY12,Army Supply Special,Military,19,False,2023-09-10 06:20:34,2023-09-10 06:21:09,58,35.1,32.5,0,562,18,20,True,,
MEDICAL2,Lifeline Express,Medical,22,False,2023-09-10 06:58:01,2023-09-10 06:59:03,80,20.4,20.5,0,1375,21,23,True,,
12016,Delhi Sarai Rohilla Express,Express,4,False,2023-09-10 09:02:06,2023-09-10 09:03:12,82,47.0,26.2,0,1514,3,5,True,,
14789,Dayabasti Local,Passenger,6,False,2023-09-10 10:57:24,2023-09-10 10:58:49,65,6.9,15.7,0,1526,5,7,True,,
99999,Kirti Nagar Express,Express,7,False,2023-09-10 09:27:29,2023-09-10 09:28:59,69,10.5,36.5,0,1720,6,8,True,,
14789,Dayabasti Local,Passenger,7,False,2023-09-10 06:56:27,2023-09-10 06:57:54,85,3.1,19.3,0,2059,6,8,True,,
14567,Patel Nagar Passenger,Passenger,24,False,2023-09-10 09:08:57,2023-09-10 09:10:54,66,2.3,1.7,0,2149,23,25,True,,
11223,Capital Express,Express,6,False,2023-09-10 08:43:20,2023-09-10 08:44:41,96,37.9,10.1,0,2149,5,7,False,,
ARMY12,Army Supply Special,Military,22,False,2023-09-10 09:48:21,2023-09-10 09:48:42,88,24.3,3.4,0,521,21,23,True,,
14567,Patel Nagar Passenger,Passenger,10,True,2023-09-10 07:31:09,2023-09-10 07:31:09,0,7.7,35.4,249,1523,9,11,True,Patel Nagar,4.0
12015,Gurugram Superfast,Superfast,21,False,2023-09-10 09:04:21,2023-09-10 09:05:42,68,44.8,34.6,0,1530,20,22,True,,
22345,Old Delhi Passenger,Passenger,22,False,2023-09-10 07:32:51,2023-09-10 07:33:42,73,1.9,15.1,0,1036,21,23,True,,
22345,Old Delhi Passenger,Passenger,12,False,2023-09-10 06:01:21,2023-09-10 06:02:42,47,30.6,13.8,0,1058,11,13,True,,
22345,Old Delhi Passenger,Passenger,21,False,2023-09-10 09:24:15,2023-09-10 09:25:31,67,37.3,36.5,0,1408,20,22,True,,
12015,Gurugram Superfast,Superfast,22,True,2023-09-10 08:02:43,2023-09-10 08:02:43,0,4.8,42.4,104,1345,21,23,True,Delhi Sarai Rohilla,4.0
76543,Gurugram SF 2,Superfast,2,True,2023-09-10 09:41:06,2023-09-10 09:41:06,0,0.4,4.2,246,802,1,3,True,Gurugram,3.0
76543,Gurugram SF 2,Superfast,25,False,2023-09-10 08:53:20,2023-09-10 08:54:41,42,7.0,40.9,0,942,24,0,True,,
ARMY12,Army Supply Special,Military,10,False,2023-09-10 07:02:19,2023-09-10 07:05:38,42,32.5,32.3,0,2327,9,11,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,18,True,2023-09-10 09:50:00,2023-09-10 09:50:00,0,35.6,0.7,0,523,17,19,True,,
11223,Capital Express,Express,8,False,2023-09-10 10:39:30,2023-09-10 10:40:01,75,6.6,23.4,0,644,7,9,False,,
14567,Patel Nagar Passenger,Passenger,3,False,2023-09-10 10:18:45,2023-09-10 10:21:31,47,26.2,41.7,0,2162,2,4,True,,
12015,Gurugram Superfast,Superfast,2,False,2023-09-10 09:31:57,2023-09-10 09:32:54,43,8.5,14.7,0,683,1,3,True,,
76543,Gurugram SF 2,Superfast,5,False,2023-09-10 08:11:16,2023-09-10 08:12:33,110,15.5,2.8,0,2346,4,6,True,,
12015,Gurugram Superfast,Superfast,20,False,2023-09-10 06:41:08,2023-09-10 06:42:17,46,43.2,2.5,0,878,19,21,True,,
MEDICAL2,Lifeline Express,Medical,1,False,2023-09-10 10:52:49,2023-09-10 10:53:38,92,32.4,42.1,0,1264,0,2,True,,
22345,Old Delhi Passenger,Passenger,16,False,2023-09-10 07:04:09,2023-09-10 07:05:19,100,43.3,30.6,0,1933,15,17,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,8,False,2023-09-10 10:45:20,2023-09-10 10:47:41,64,34.8,26.9,0,2500,7,9,True,,
14789,Dayabasti Local,Passenger,17,False,2023-09-10 08:53:39,2023-09-10 08:54:18,90,11.8,7.6,0,976,16,18,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,12,False,2023-09-10 10:35:31,2023-09-10 10:36:02,52,31.3,27.0,0,452,11,13,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,23,False,2023-09-10 07:30:57,2023-09-10 07:32:54,70,20.9,26.1,0,2281,22,24,True,,
11223,Capital Express,Express,17,False,2023-09-10 09:55:47,2023-09-10 09:58:34,50,9.1,44.6,0,2325,16,18,False,,
MEDICAL1,Sanjeevani Medical Express,Medical,7,False,2023-09-10 06:56:47,2023-09-10 06:57:34,41,45.8,27.5,0,537,6,8,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,25,False,2023-09-10 10:01:45,2023-09-10 10:03:30,83,18.7,13.4,0,2430,24,0,True,,
76543,Gurugram SF 2,Superfast,19,False,2023-09-10 10:30:06,2023-09-10 10:32:12,56,36.0,37.4,0,1967,18,20,True,,
12015,Gurugram Superfast,Superfast,24,False,2023-09-10 07:25:49,2023-09-10 07:27:39,79,4.0,24.2,0,2410,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,22,False,2023-09-10 07:49:36,2023-09-10 07:50:12,101,18.7,17.9,0,1012,21,23,True,,
14789,Dayabasti Local,Passenger,25,True,2023-09-10 10:34:22,2023-09-10 10:34:22,0,23.8,8.2,83,1028,24,0,True,Delhi Sarai Rohilla,5.0
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 09:31:38,2023-09-10 09:32:17,48,19.8,21.1,0,516,12,14,True,,
14567,Patel Nagar Passenger,Passenger,15,True,2023-09-10 10:27:00,2023-09-10 10:27:00,0,47.6,22.8,60,1744,14,16,True,Shakur Basti,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,17,False,2023-09-10 09:57:00,2023-09-10 09:58:01,103,14.7,43.6,0,1741,16,18,True,,
99999,Kirti Nagar Express,Express,25,False,2023-09-10 08:16:34,2023-09-10 08:19:09,55,3.3,37.1,0,2366,24,0,True,,
14567,Patel Nagar Passenger,Passenger,22,False,2023-09-10 09:44:43,2023-09-10 09:45:27,100,5.9,36.0,0,1213,21,23,True,,
14567,Patel Nagar Passenger,Passenger,25,False,2023-09-10 09:58:31,2023-09-10 09:59:03,86,7.8,42.3,0,756,24,0,True,,
ARMY24,Army Special,Military,8,False,2023-09-10 07:11:31,2023-09-10 07:12:03,62,35.6,17.1,0,548,7,9,False,,
98765,Kirti-Sarai Passenger,Passenger,12,True,2023-09-10 07:33:18,2023-09-10 07:33:18,0,37.1,35.9,198,1192,11,13,True,Patel Nagar,3.0
MEDICAL1,Sanjeevani Medical Express,Medical,1,False,2023-09-10 06:58:12,2023-09-10 06:59:25,65,15.0,28.8,0,1311,0,2,True,,
ARMY12,Army Supply Special,Military,11,False,2023-09-10 06:17:21,2023-09-10 06:18:42,48,30.7,43.6,0,1081,10,12,True,,
98765,Kirti-Sarai Passenger,Passenger,21,True,2023-09-10 07:37:30,2023-09-10 07:37:30,0,1.6,22.0,270,526,20,22,True,Delhi Sarai Rohilla,2.0
MEDICAL1,Sanjeevani Medical Express,Medical,9,False,2023-09-10 08:00:20,2023-09-10 08:01:41,95,24.8,13.9,0,2125,8,10,True,,
22345,Old Delhi Passenger,Passenger,22,False,2023-09-10 09:39:25,2023-09-10 09:40:51,44,39.1,30.8,0,1050,21,23,True,,
14567,Patel Nagar Passenger,Passenger,18,False,2023-09-10 09:56:56,2023-09-10 09:57:52,81,24.0,13.9,0,1266,17,19,True,,
99999,Kirti Nagar Express,Express,13,True,2023-09-10 09:08:00,2023-09-10 09:08:00,0,20.9,18.1,240,1547,12,14,True,Dayabasti,4.0
MEDICAL1,Sanjeevani Medical Express,Medical,20,False,2023-09-10 08:35:57,2023-09-10 08:36:55,89,25.1,42.7,0,1428,19,21,True,,
99999,Kirti Nagar Express,Express,1,True,2023-09-10 10:14:28,2023-09-10 10:14:28,0,9.4,31.4,208,1369,0,2,True,Gurugram,4.0
99999,Kirti Nagar Express,Express,20,False,2023-09-10 08:37:30,2023-09-10 08:38:01,105,29.1,33.8,0,901,19,21,True,,
12015,Gurugram Superfast,Superfast,15,False,2023-09-10 10:50:23,2023-09-10 10:50:47,97,32.3,42.7,0,637,14,16,True,,
12015,Gurugram Superfast,Superfast,14,False,2023-09-10 07:51:59,2023-09-10 07:52:58,107,6.4,15.8,0,1758,13,15,True,,
12016,Delhi Sarai Rohilla Express,Express,3,False,2023-09-10 09:27:31,2023-09-10 09:28:03,86,37.2,39.9,0,761,2,4,True,,
14567,Patel Nagar Passenger,Passenger,13,False,2023-09-10 07:03:40,2023-09-10 07:05:21,58,49.4,36.8,0,1620,12,14,True,,
12016,Delhi Sarai Rohilla Express,Express,9,False,2023-09-10 10:36:39,2023-09-10 10:37:19,69,19.7,25.4,0,762,8,10,True,,
99999,Kirti Nagar Express,Express,4,False,2023-09-10 09:08:20,2023-09-10 09:09:40,65,10.7,8.5,0,1449,3,5,True,,
14567,Patel Nagar Passenger,Passenger,1,False,2023-09-10 09:05:31,2023-09-10 09:08:03,51,28.6,3.9,0,2147,0,2,True,,
99999,Kirti Nagar Express,Express,20,False,2023-09-10 10:59:34,2023-09-10 11:00:08,81,21.5,19.9,0,776,19,21,True,,
12016,Delhi Sarai Rohilla Express,Express,3,False,2023-09-10 10:35:33,2023-09-10 10:36:06,70,16.2,4.3,0,642,2,4,True,,
ARMY24,Army Special,Military,5,False,2023-09-10 10:48:37,2023-09-10 10:51:15,53,15.4,21.5,0,2319,4,6,False,,
MEDICAL2,Lifeline Express,Medical,25,True,2023-09-10 07:15:18,2023-09-10 07:15:18,0,2.5,20.8,198,724,24,0,True,Delhi Sarai Rohilla,1.0
ARMY12,Army Supply Special,Military,9,False,2023-09-10 06:02:28,2023-09-10 06:03:57,63,11.1,3.9,0,1549,8,10,True,,
ARMY24,Army Special,Military,4,False,2023-09-10 07:40:57,2023-09-10 07:42:55,68,9.1,8.5,0,2220,3,5,False,,
MEDICAL2,Lifeline Express,Medical,2,True,2023-09-10 09:43:43,2023-09-10 09:43:43,0,1.4,26.8,104,2150,1,3,True,Gurugram,2.0
11223,Capital Express,Express,11,True,2023-09-10 08:09:04,2023-09-10 08:09:04,0,36.9,8.1,65,980,10,12,False,Patel Nagar,2.0
12016,Delhi Sarai Rohilla Express,Express,9,True,2023-09-10 06:30:01,2023-09-10 06:30:01,0,0.1,22.6,61,2321,8,10,True,Kirti Nagar,4.0
ARMY24,Army Special,Military,8,False,2023-09-10 06:13:23,2023-09-10 06:14:46,80,39.3,32.3,0,1847,7,9,False,,
76543,Gurugram SF 2,Superfast,22,False,2023-09-10 09:38:56,2023-09-10 09:39:52,57,46.9,6.1,0,890,21,23,True,,
22345,Old Delhi Passenger,Passenger,4,False,2023-09-10 07:13:36,2023-09-10 07:14:12,52,5.9,24.2,0,524,3,5,True,,
98765,Kirti-Sarai Passenger,Passenger,8,False,2023-09-10 07:44:14,2023-09-10 07:45:28,97,48.4,34.5,0,1996,7,9,True,,
12015,Gurugram Superfast,Superfast,13,False,2023-09-10 10:43:27,2023-09-10 10:43:55,68,46.2,22.6,0,521,12,14,True,,
98765,Kirti-Sarai Passenger,Passenger,13,False,2023-09-10 10:12:47,2023-09-10 10:13:34,110,17.2,11.5,0,1446,12,14,True,,
11223,Capital Express,Express,13,False,2023-09-10 07:45:58,2023-09-10 07:47:56,66,27.2,23.7,0,2166,12,14,False,,
14789,Dayabasti Local,Passenger,22,False,2023-09-10 08:52:30,2023-09-10 08:55:00,58,34.4,24.4,0,2421,21,23,True,,
ARMY12,Army Supply Special,Military,4,False,2023-09-10 07:03:37,2023-09-10 07:05:14,64,1.5,31.6,0,1730,3,5,True,,
14789,Dayabasti Local,Passenger,22,False,2023-09-10 07:06:20,2023-09-10 07:07:40,98,19.3,30.8,0,2181,21,23,True,,
12015,Gurugram Superfast,Superfast,13,False,2023-09-10 09:19:00,2023-09-10 09:20:00,82,38.6,17.0,0,1369,12,14,True,,
11223,Capital Express,Express,3,False,2023-09-10 07:32:27,2023-09-10 07:33:55,79,30.9,44.1,0,1931,2,4,False,,
12015,Gurugram Superfast,Superfast,12,False,2023-09-10 08:27:55,2023-09-10 08:28:51,45,20.4,10.2,0,697,11,13,True,,
12015,Gurugram Superfast,Superfast,16,False,2023-09-10 07:55:46,2023-09-10 07:56:33,99,14.3,31.5,0,1286,15,17,True,,
99999,Kirti Nagar Express,Express,17,False,2023-09-10 10:55:30,2023-09-10 10:57:01,55,16.4,25.2,0,1387,16,18,True,,
22345,Old Delhi Passenger,Passenger,13,False,2023-09-10 08:42:56,2023-09-10 08:44:52,45,21.6,3.4,0,1455,12,14,True,,
ARMY24,Army Special,Military,4,True,2023-09-10 07:11:19,2023-09-10 07:11:19,0,24.9,12.8,139,985,3,5,False,Gurugram,6.0
11223,Capital Express,Express,20,False,2023-09-10 09:48:37,2023-09-10 09:50:15,89,16.5,7.9,0,2421,19,21,False,,
