TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
MEDICAL2,Lifeline Express,Medical,25,FALSE,2023-09-10 09:37:00,2023-09-10 08:43:00,65,17.7,38.5,0,419,24,0,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,15,FALSE,2023-09-10 09:37:00,2023-09-10 08:20:00,62,17.9,4.8,0,664,14,16,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,14,FALSE,2023-09-10 08:56:00,2023-09-10 07:52:00,85,25.4,43.5,0,569,13,15,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,22,FALSE,2023-09-10 10:03:00,2023-09-10 06:40:00,80,12.7,21.3,0,1025,21,23,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,16,FALSE,2023-09-10 06:03:00,2023-09-10 07:52:00,106,12.6,7.7,0,1874,15,17,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,1,FALSE,2023-09-10 07:51:00,2023-09-10 06:21:00,105,5.9,36.2,0,1730,0,2,TRUE,NA,NA
ARMY12,Army Supply Special,Military,11,FALSE,2023-09-10 08:01:00,2023-09-10 07:24:00,75,7.4,5.0,0,472,10,12,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,25,TRUE,2023-09-10 10:53:00,2023-09-10 08:15:00,0,23.7,19.7,300,1833,24,0,TRUE,Delhi Sarai Rohilla,5
12015,Gurugram Superfast,Superfast,23,TRUE,2023-09-10 10:15:00,2023-09-10 10:54:00,0,41.6,17.8,291,912,22,24,TRUE,Delhi Sarai Rohilla,3
12015,Gurugram Superfast,Superfast,1,FALSE,2023-09-10 06:24:00,2023-09-10 09:37:00,110,41.5,25.3,0,1785,0,2,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,TRUE,2023-09-10 09:24:00,2023-09-10 08:02:00,0,33.4,43.2,276,1630,11,13,TRUE,Patel Nagar,2
ARMY24,Army Special,Military,7,TRUE,2023-09-10 06:03:00,2023-09-10 06:18:00,0,0.2,28.4,288,2430,6,8,FALSE,Kirti Nagar,2
14789,Dayabasti Local,Passenger,24,TRUE,2023-09-10 10:14:00,2023-09-10 09:20:00,0,40.6,36.3,149,1984,23,25,TRUE,Delhi Sarai Rohilla,3
MEDICAL2,Lifeline Express,Medical,24,FALSE,2023-09-10 10:11:00,2023-09-10 10:58:00,79,26.5,22.3,0,2324,23,25,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,8,FALSE,2023-09-10 07:03:00,2023-09-10 08:14:00,46,38.0,2.2,0,1201,7,9,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,4,FALSE,2023-09-10 10:14:00,2023-09-10 10:00:00,67,4.1,18.5,0,2190,3,5,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,2,FALSE,2023-09-10 07:05:00,2023-09-10 10:33:00,55,5.4,12.9,0,1920,1,3,TRUE,NA,NA
ARMY12,Army Supply Special,Military,19,FALSE,2023-09-10 08:34:00,2023-09-10 09:15:00,81,23.4,31.0,0,609,18,20,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,6,FALSE,2023-09-10 06:22:00,2023-09-10 06:14:00,56,21.4,25.4,0,1399,5,7,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,3,FALSE,2023-09-10 07:01:00,2023-09-10 07:58:00,79,6.1,35.6,0,834,2,4,TRUE,NA,NA
99999,Kirti Nagar Express,Express,22,FALSE,2023-09-10 08:20:00,2023-09-10 07:51:00,80,48.1,30.1,0,838,21,23,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,18,FALSE,2023-09-10 07:45:00,2023-09-10 10:48:00,62,19.8,17.6,0,2438,17,19,TRUE,NA,NA
ARMY12,Army Supply Special,Military,25,FALSE,2023-09-10 09:37:00,2023-09-10 07:56:00,67,2.9,13.5,0,1907,24,0,TRUE,NA,NA
14789,Dayabasti Local,Passenger,13,FALSE,2023-09-10 06:00:00,2023-09-10 10:41:00,85,48.0,34.0,0,1202,12,14,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,24,FALSE,2023-09-10 09:02:00,2023-09-10 08:17:00,108,25.6,2.3,0,1967,23,25,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,19,FALSE,2023-09-10 07:25:00,2023-09-10 07:21:00,104,25.7,25.1,0,775,18,20,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,22,TRUE,2023-09-10 10:08:00,2023-09-10 06:42:00,0,49.3,30.0,226,1707,21,23,TRUE,Delhi Sarai Rohilla,6
12016,Delhi Sarai Rohilla Express,Express,8,TRUE,2023-09-10 09:42:00,2023-09-10 09:25:00,0,42.2,43.0,86,926,7,9,TRUE,Kirti Nagar,5
11223,Capital Express,Express,6,FALSE,2023-09-10 07:17:00,2023-09-10 10:17:00,61,1.4,19.7,0,2377,5,7,FALSE,NA,NA
99999,Kirti Nagar Express,Express,18,FALSE,2023-09-10 06:34:00,2023-09-10 06:24:00,103,23.4,43.2,0,2001,17,19,TRUE,NA,NA
ARMY24,Army Special,Military,6,FALSE,2023-09-10 09:04:00,2023-09-10 08:42:00,45,10.3,38.8,0,1284,5,7,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,5,FALSE,2023-09-10 06:53:00,2023-09-10 09:00:00,47,25.7,20.6,0,808,4,6,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,2,FALSE,2023-09-10 07:27:00,2023-09-10 09:55:00,49,38.2,10.3,0,1654,1,3,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,7,FALSE,2023-09-10 09:30:00,2023-09-10 06:32:00,104,10.5,8.1,0,1967,6,8,TRUE,NA,NA
ARMY12,Army Supply Special,Military,16,FALSE,2023-09-10 10:25:00,2023-09-10 08:22:00,48,30.6,14.1,0,2416,15,17,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,20,TRUE,2023-09-10 09:34:00,2023-09-10 06:42:00,0,24.5,21.5,106,726,19,21,TRUE,Delhi Sarai Rohilla,2
98765,Kirti-Sarai Passenger,Passenger,10,FALSE,2023-09-10 06:33:00,2023-09-10 07:16:00,87,8.6,14.1,0,1156,9,11,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,7,FALSE,2023-09-10 10:49:00,2023-09-10 08:43:00,54,5.1,21.8,0,2051,6,8,TRUE,NA,NA
ARMY24,Army Special,Military,10,TRUE,2023-09-10 09:43:00,2023-09-10 08:15:00,0,40.0,38.6,183,1227,9,11,FALSE,Patel Nagar,2
76543,Gurugram SF 2,Superfast,2,FALSE,2023-09-10 07:07:00,2023-09-10 07:03:00,75,43.3,12.3,0,1865,1,3,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,15,FALSE,2023-09-10 08:13:00,2023-09-10 10:48:00,71,42.4,44.3,0,969,14,16,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,22,FALSE,2023-09-10 06:34:00,2023-09-10 10:49:00,74,44.0,39.7,0,1702,21,23,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,17,TRUE,2023-09-10 10:52:00,2023-09-10 09:39:00,0,35.2,30.1,291,1717,16,18,TRUE,Shakur Basti,5
MEDICAL2,Lifeline Express,Medical,17,FALSE,2023-09-10 08:16:00,2023-09-10 09:01:00,110,18.4,17.6,0,1714,16,18,TRUE,NA,NA
ARMY12,Army Supply Special,Military,14,FALSE,2023-09-10 06:24:00,2023-09-10 09:03:00,98,19.1,4.8,0,1936,13,15,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,18,FALSE,2023-09-10 08:53:00,2023-09-10 10:14:00,61,26.1,4.2,0,1351,17,19,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,22,FALSE,2023-09-10 08:13:00,2023-09-10 10:06:00,56,6.6,31.5,0,2205,21,23,TRUE,NA,NA
11223,Capital Express,Express,23,TRUE,2023-09-10 09:01:00,2023-09-10 08:21:00,0,44.3,21.1,148,1749,22,24,FALSE,Delhi Sarai Rohilla,2
22345,Old Delhi Passenger,Passenger,25,TRUE,2023-09-10 06:15:00,2023-09-10 09:08:00,0,43.5,40.6,185,1926,24,0,TRUE,Delhi Sarai Rohilla,5
MEDICAL1,Sanjeevani Medical Express,Medical,11,FALSE,2023-09-10 06:42:00,2023-09-10 07:21:00,63,22.8,7.7,0,1480,10,12,TRUE,NA,NA
14789,Dayabasti Local,Passenger,14,FALSE,2023-09-10 10:43:00,2023-09-10 06:52:00,60,1.3,30.0,0,1412,13,15,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,23,TRUE,2023-09-10 09:46:00,2023-09-10 10:38:00,0,8.3,37.0,284,515,22,24,TRUE,Delhi Sarai Rohilla,5
12016,Delhi Sarai Rohilla Express,Express,17,TRUE,2023-09-10 09:17:00,2023-09-10 07:17:00,0,39.0,7.2,83,1019,16,18,TRUE,Shakur Basti,5
12016,Delhi Sarai Rohilla Express,Express,11,FALSE,2023-09-10 09:26:00,2023-09-10 06:23:00,43,31.4,15.4,0,1632,10,12,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,21,FALSE,2023-09-10 10:03:00,2023-09-10 08:16:00,70,5.9,39.6,0,2263,20,22,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,3,FALSE,2023-09-10 08:45:00,2023-09-10 09:46:00,69,46.1,33.7,0,659,2,4,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,16,FALSE,2023-09-10 06:27:00,2023-09-10 10:11:00,60,48.7,12.3,0,1790,15,17,TRUE,NA,NA
99999,Kirti Nagar Express,Express,16,FALSE,2023-09-10 09:05:00,2023-09-10 06:09:00,104,33.2,25.2,0,2160,15,17,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,11,FALSE,2023-09-10 10:47:00,2023-09-10 09:54:00,66,22.0,6.5,0,1110,10,12,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,20,TRUE,2023-09-10 06:32:00,2023-09-10 08:43:00,0,6.8,39.0,146,1389,19,21,TRUE,Delhi Sarai Rohilla,5
98765,Kirti-Sarai Passenger,Passenger,9,FALSE,2023-09-10 06:28:00,2023-09-10 07:17:00,102,17.9,9.8,0,1117,8,10,TRUE,NA,NA
99999,Kirti Nagar Express,Express,5,FALSE,2023-09-10 06:33:00,2023-09-10 06:31:00,87,20.8,34.1,0,676,4,6,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,8,FALSE,2023-09-10 10:54:00,2023-09-10 10:56:00,43,5.7,22.1,0,810,7,9,TRUE,NA,NA
14789,Dayabasti Local,Passenger,21,TRUE,2023-09-10 09:04:00,2023-09-10 06:38:00,0,42.0,5.7,72,1721,20,22,TRUE,Delhi Sarai Rohilla,2
ARMY24,Army Special,Military,9,FALSE,2023-09-10 09:40:00,2023-09-10 09:10:00,83,20.3,39.5,0,1061,8,10,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,1,FALSE,2023-09-10 07:59:00,2023-09-10 08:17:00,81,13.7,36.6,0,711,0,2,TRUE,NA,NA
14789,Dayabasti Local,Passenger,11,FALSE,2023-09-10 10:54:00,2023-09-10 07:32:00,106,20.9,11.9,0,1406,10,12,TRUE,NA,NA
14789,Dayabasti Local,Passenger,6,FALSE,2023-09-10 07:58:00,2023-09-10 06:34:00,55,20.3,1.4,0,1295,5,7,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,16,FALSE,2023-09-10 09:30:00,2023-09-10 07:55:00,54,31.9,38.8,0,2322,15,17,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,1,FALSE,2023-09-10 07:44:00,2023-09-10 07:53:00,83,8.3,23.7,0,831,0,2,TRUE,NA,NA
ARMY12,Army Supply Special,Military,4,FALSE,2023-09-10 08:18:00,2023-09-10 07:41:00,96,37.8,18.3,0,1487,3,5,TRUE,NA,NA
14789,Dayabasti Local,Passenger,6,FALSE,2023-09-10 07:19:00,2023-09-10 08:07:00,94,29.7,38.0,0,957,5,7,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,20,FALSE,2023-09-10 06:08:00,2023-09-10 07:35:00,73,18.4,15.1,0,2055,19,21,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,20,FALSE,2023-09-10 10:54:00,2023-09-10 10:24:00,92,7.2,3.7,0,1734,19,21,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,22,FALSE,2023-09-10 08:49:00,2023-09-10 09:54:00,52,16.1,7.3,0,1634,21,23,TRUE,NA,NA
11223,Capital Express,Express,11,FALSE,2023-09-10 08:32:00,2023-09-10 06:16:00,49,14.6,14.5,0,1980,10,12,FALSE,NA,NA
99999,Kirti Nagar Express,Express,18,FALSE,2023-09-10 09:57:00,2023-09-10 07:39:00,43,6.3,10.0,0,2251,17,19,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,8,TRUE,2023-09-10 10:26:00,2023-09-10 09:55:00,0,7.7,16.4,151,1625,7,9,TRUE,Kirti Nagar,3
ARMY12,Army Supply Special,Military,13,FALSE,2023-09-10 07:30:00,2023-09-10 09:19:00,76,47.3,25.9,0,2436,12,14,TRUE,NA,NA
11223,Capital Express,Express,5,FALSE,2023-09-10 09:36:00,2023-09-10 08:04:00,106,48.8,23.8,0,1642,4,6,FALSE,NA,NA
ARMY12,Army Supply Special,Military,5,FALSE,2023-09-10 07:43:00,2023-09-10 06:02:00,95,6.5,38.8,0,2322,4,6,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,2,FALSE,2023-09-10 09:08:00,2023-09-10 09:19:00,84,40.3,17.1,0,785,1,3,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,1,FALSE,2023-09-10 10:20:00,2023-09-10 07:30:00,110,2.7,30.0,0,930,0,2,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,13,TRUE,2023-09-10 09:13:00,2023-09-10 10:00:00,0,41.7,8.2,127,2087,12,14,TRUE,Dayabasti,3
14789,Dayabasti Local,Passenger,8,FALSE,2023-09-10 09:54:00,2023-09-10 07:10:00,60,22.7,27.9,0,1995,7,9,TRUE,NA,NA
ARMY24,Army Special,Military,13,FALSE,2023-09-10 10:32:00,2023-09-10 09:53:00,85,40.7,39.4,0,1158,12,14,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,4,FALSE,2023-09-10 06:46:00,2023-09-10 08:40:00,61,41.3,1.1,0,2214,3,5,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,16,FALSE,2023-09-10 10:46:00,2023-09-10 07:22:00,104,42.3,40.5,0,933,15,17,TRUE,NA,NA
99999,Kirti Nagar Express,Express,18,FALSE,2023-09-10 07:45:00,2023-09-10 08:51:00,64,1.7,22.6,0,1167,17,19,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,23,TRUE,2023-09-10 06:43:00,2023-09-10 07:11:00,0,6.2,31.1,250,816,22,24,TRUE,Delhi Sarai Rohilla,4
MEDICAL2,Lifeline Express,Medical,20,FALSE,2023-09-10 08:23:00,2023-09-10 07:15:00,45,43.8,5.6,0,486,19,21,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,20,FALSE,2023-09-10 07:24:00,2023-09-10 10:33:00,101,47.5,32.6,0,850,19,21,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,20,FALSE,2023-09-10 09:48:00,2023-09-10 06:27:00,40,47.4,6.8,0,2407,19,21,TRUE,NA,NA
ARMY12,Army Supply Special,Military,6,FALSE,2023-09-10 07:28:00,2023-09-10 07:52:00,93,42.9,42.9,0,690,5,7,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,11,FALSE,2023-09-10 09:21:00,2023-09-10 10:26:00,47,14.4,26.0,0,424,10,12,TRUE,NA,NA
99999,Kirti Nagar Express,Express,10,FALSE,2023-09-10 10:08:00,2023-09-10 09:04:00,99,43.1,26.6,0,1106,9,11,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,23,FALSE,2023-09-10 08:57:00,2023-09-10 10:06:00,101,36.1,40.8,0,1928,22,24,TRUE,NA,NA
99999,Kirti Nagar Express,Express,9,FALSE,2023-09-10 09:35:00,2023-09-10 09:13:00,58,22.5,36.9,0,1209,8,10,TRUE,NA,NA
ARMY12,Army Supply Special,Military,24,FALSE,2023-09-10 09:29:00,2023-09-10 10:51:00,45,43.1,33.1,0,1996,23,25,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,22,FALSE,2023-09-10 08:57:00,2023-09-10 10:51:00,60,48.1,19.2,0,1649,21,23,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,8,TRUE,2023-09-10 07:17:00,2023-09-10 10:47:00,0,14.8,7.2,71,1153,7,9,TRUE,Kirti Nagar,3
ARMY12,Army Supply Special,Military,12,TRUE,2023-09-10 10:18:00,2023-09-10 11:00:00,0,17.3,28.3,250,514,11,13,TRUE,Patel Nagar,2
14567,Patel Nagar Passenger,Passenger,16,FALSE,2023-09-10 09:22:00,2023-09-10 09:44:00,80,12.3,1.8,0,2046,15,17,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,3,FALSE,2023-09-10 10:03:00,2023-09-10 09:48:00,85,7.2,20.3,0,434,2,4,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,20,FALSE,2023-09-10 10:54:00,2023-09-10 06:32:00,109,20.0,25.8,0,1391,19,21,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,21,FALSE,2023-09-10 10:43:00,2023-09-10 06:31:00,101,10.7,26.2,0,1975,20,22,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,4,TRUE,2023-09-10 06:04:00,2023-09-10 08:41:00,0,16.2,19.4,204,666,3,5,TRUE,Gurugram,3
MEDICAL1,Sanjeevani Medical Express,Medical,17,FALSE,2023-09-10 09:54:00,2023-09-10 09:26:00,54,4.0,15.6,0,685,16,18,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,5,TRUE,2023-09-10 07:49:00,2023-09-10 07:34:00,0,0.2,14.9,152,515,4,6,TRUE,Gurugram,5
22345,Old Delhi Passenger,Passenger,25,FALSE,2023-09-10 07:21:00,2023-09-10 09:39:00,79,30.9,17.9,0,1898,24,0,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,17,FALSE,2023-09-10 09:46:00,2023-09-10 09:29:00,54,12.2,27.6,0,710,16,18,TRUE,NA,NA
11223,Capital Express,Express,12,FALSE,2023-09-10 07:57:00,2023-09-10 08:44:00,47,37.8,8.7,0,2309,11,13,FALSE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,18,TRUE,2023-09-10 08:00:00,2023-09-10 08:31:00,0,8.9,6.3,0,912,17,19,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,12,FALSE,2023-09-10 08:35:00,2023-09-10 06:00:00,65,33.7,22.7,0,2131,11,13,TRUE,NA,NA
99999,Kirti Nagar Express,Express,23,TRUE,2023-09-10 06:02:00,2023-09-10 08:42:00,0,22.1,15.0,138,2016,22,24,TRUE,Delhi Sarai Rohilla,6
ARMY12,Army Supply Special,Military,23,FALSE,2023-09-10 08:59:00,2023-09-10 08:27:00,61,28.7,8.0,0,564,22,24,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,14,FALSE,2023-09-10 07:10:00,2023-09-10 06:50:00,77,27.3,8.3,0,1335,13,15,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,8,FALSE,2023-09-10 06:17:00,2023-09-10 07:38:00,64,1.1,29.0,0,2240,7,9,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,12,FALSE,2023-09-10 10:54:00,2023-09-10 07:53:00,79,41.4,33.1,0,2124,11,13,TRUE,NA,NA
ARMY12,Army Supply Special,Military,19,FALSE,2023-09-10 06:20:00,2023-09-10 08:25:00,58,35.1,32.5,0,562,18,20,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,22,FALSE,2023-09-10 06:57:00,2023-09-10 10:33:00,80,20.4,20.5,0,1375,21,23,TRUE,NA,NA
12016,Delhi Sarai Rohilla Express,Express,4,FALSE,2023-09-10 09:01:00,2023-09-10 10:19:00,82,47.0,26.2,0,1514,3,5,TRUE,NA,NA
14789,Dayabasti Local,Passenger,6,FALSE,2023-09-10 10:56:00,2023-09-10 10:03:00,65,6.9,15.7,0,1526,5,7,TRUE,NA,NA
99999,Kirti Nagar Express,Express,7,FALSE,2023-09-10 09:26:00,2023-09-10 06:20:00,69,10.5,36.5,0,1720,6,8,TRUE,NA,NA
14789,Dayabasti Local,Passenger,7,FALSE,2023-09-10 06:55:00,2023-09-10 08:23:00,85,3.1,19.3,0,2059,6,8,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,24,FALSE,2023-09-10 09:07:00,2023-09-10 09:31:00,66,2.3,1.7,0,2149,23,25,TRUE,NA,NA
11223,Capital Express,Express,6,FALSE,2023-09-10 08:42:00,2023-09-10 09:51:00,96,37.9,10.1,0,2149,5,7,FALSE,NA,NA
ARMY12,Army Supply Special,Military,22,FALSE,2023-09-10 09:48:00,2023-09-10 10:01:00,88,24.3,3.4,0,521,21,23,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,10,TRUE,2023-09-10 07:27:00,2023-09-10 06:56:00,0,7.7,35.4,249,1523,9,11,TRUE,Patel Nagar,4
12015,Gurugram Superfast,Superfast,21,FALSE,2023-09-10 09:03:00,2023-09-10 06:32:00,68,44.8,34.6,0,1530,20,22,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,22,FALSE,2023-09-10 07:32:00,2023-09-10 09:54:00,73,1.9,15.1,0,1036,21,23,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,12,FALSE,2023-09-10 06:00:00,2023-09-10 06:27:00,47,30.6,13.8,0,1058,11,13,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,21,FALSE,2023-09-10 09:23:00,2023-09-10 09:01:00,67,37.3,36.5,0,1408,20,22,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,22,TRUE,2023-09-10 08:01:00,2023-09-10 08:18:00,0,4.8,42.4,104,1345,21,23,TRUE,Delhi Sarai Rohilla,4
76543,Gurugram SF 2,Superfast,2,TRUE,2023-09-10 09:37:00,2023-09-10 10:29:00,0,0.4,4.2,246,802,1,3,TRUE,Gurugram,3
76543,Gurugram SF 2,Superfast,25,FALSE,2023-09-10 08:52:00,2023-09-10 07:05:00,42,7.0,40.9,0,942,24,0,TRUE,NA,NA
ARMY12,Army Supply Special,Military,10,FALSE,2023-09-10 06:59:00,2023-09-10 10:24:00,42,32.5,32.3,0,2327,9,11,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,18,TRUE,2023-09-10 09:50:00,2023-09-10 10:16:00,0,35.6,0.7,0,523,17,19,TRUE,NA,NA
11223,Capital Express,Express,8,FALSE,2023-09-10 10:39:00,2023-09-10 09:09:00,75,6.6,23.4,0,644,7,9,FALSE,NA,NA
14567,Patel Nagar Passenger,Passenger,3,FALSE,2023-09-10 10:16:00,2023-09-10 09:00:00,47,26.2,41.7,0,2162,2,4,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,2,FALSE,2023-09-10 09:31:00,2023-09-10 09:31:00,43,8.5,14.7,0,683,1,3,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,5,FALSE,2023-09-10 08:10:00,2023-09-10 10:21:00,110,15.5,2.8,0,2346,4,6,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,20,FALSE,2023-09-10 06:40:00,2023-09-10 10:41:00,46,43.2,2.5,0,878,19,21,TRUE,NA,NA
MEDICAL2,Lifeline Express,Medical,1,FALSE,2023-09-10 10:52:00,2023-09-10 07:04:00,92,32.4,42.1,0,1264,0,2,TRUE,NA,NA
22345,Old Delhi Passenger,Passenger,16,FALSE,2023-09-10 07:03:00,2023-09-10 06:30:00,100,43.3,30.6,0,1933,15,17,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,8,FALSE,2023-09-10 10:43:00,2023-09-10 06:37:00,64,34.8,26.9,0,2500,7,9,TRUE,NA,NA
14789,Dayabasti Local,Passenger,17,FALSE,2023-09-10 08:53:00,2023-09-10 09:30:00,90,11.8,7.6,0,976,16,18,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,12,FALSE,2023-09-10 10:35:00,2023-09-10 08:48:00,52,31.3,27.0,0,452,11,13,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,23,FALSE,2023-09-10 07:29:00,2023-09-10 06:46:00,70,20.9,26.1,0,2281,22,24,TRUE,NA,NA
11223,Capital Express,Express,17,FALSE,2023-09-10 09:53:00,2023-09-10 07:18:00,50,9.1,44.6,0,2325,16,18,FALSE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,7,FALSE,2023-09-10 06:56:00,2023-09-10 06:10:00,41,45.8,27.5,0,537,6,8,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,25,FALSE,2023-09-10 10:00:00,2023-09-10 06:19:00,83,18.7,13.4,0,2430,24,0,TRUE,NA,NA
76543,Gurugram SF 2,Superfast,19,FALSE,2023-09-10 10:28:00,2023-09-10 06:46:00,56,36.0,37.4,0,1967,18,20,TRUE,NA,NA
12015,Gurugram Superfast,Superfast,24,FALSE,2023-09-10 07:24:00,2023-09-10 06:11:00,79,4.0,24.2,0,2410,23,25,TRUE,NA,NA
MEDICAL1,Sanjeevani Medical Express,Medical,22,FALSE,2023-09-10 07:49:00,2023-09-10 09:25:00,101,18.7,17.9,0,1012,21,23,TRUE,NA,NA
14789,Dayabasti Local,Passenger,25,TRUE,2023-09-10 10:33:00,2023-09-10 07:11:00,0,23.8,8.2,83,1028,24,0,TRUE,Delhi Sarai Rohilla,5
22345,Old Delhi Passenger,Passenger,13,FALSE,2023-09-10 09:31:00,2023-09-10 07:32:00,48,19.8,21.1,0,516,12,14,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,15,TRUE,2023-09-10 10:26:00,2023-09-10 08:56:00,0,47.6,22.8,60,1744,14,16,TRUE,Shakur Basti,3
MEDICAL1,Sanjeevani Medical Express,Medical,17,FALSE,2023-09-10 09:56:00,2023-09-10 10:29:00,103,14.7,43.6,0,1741,16,18,TRUE,NA,NA
99999,Kirti Nagar Express,Express,25,FALSE,2023-09-10 08:14:00,2023-09-10 06:57:00,55,3.3,37.1,0,2366,24,0,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,22,FALSE,2023-09-10 09:44:00,2023-09-10 10:31:00,100,5.9,36.0,0,1213,21,23,TRUE,NA,NA
14567,Patel Nagar Passenger,Passenger,25,FALSE,2023-09-10 09:58:00,2023-09-10 09:05:00,86,7.8,42.3,0,756,24,0,TRUE,NA,NA
ARMY24,Army Special,Military,8,FALSE,2023-09-10 07:11:00,2023-09-10 09:24:00,62,35.6,17.1,0,548,7,9,FALSE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,12,TRUE,2023-09-10 07:30:00,2023-09-10 09:12:00,0,37.1,35.9,198,1192,11,13,TRUE,Patel Nagar,3
MEDICAL1,Sanjeevani Medical Express,Medical,1,FALSE,2023-09-10 06:57:00,2023-09-10 09:12:00,65,15.0,28.8,0,1311,0,2,TRUE,NA,NA
ARMY12,Army Supply Special,Military,11,FALSE,2023-09-10 06:16:00,2023-09-10 09:56:00,48,30.7,43.6,0,1081,10,12,TRUE,NA,NA
98765,Kirti-Sarai Passenger,Passenger,21,TRUE,2023-09-10 07:33:00,2023-09-10 06:25:00,0,1.6,22.0,270,526,20,22,TRUE,Delhi Sarai Rohilla,2
